,HITId,HITTypeId,Title,Description,Keywords,RequesterAnnotation,AssignmentDurationInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.text1,Input.text2,Answer.semantic-similarity.label,Approve,Reject
10,356ZPKYPUHHS9GGJGQBX0ZM7BUNPYW,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3R9WASFE2ZGI9CZNOBMCRVDRUIOZFX,A2BCAFBK3VG02E,Submitted,Wed Nov 27 10:09:31 PST 2019,Wed Nov 27 10:09:40 PST 2019,Sat Nov 30 10:09:40 PST 2019,,,,9,0% (0/0),0% (0/0),0% (0/0),was seeking to,"weapons , ammunition and",1 - Not Similar At All,,
11,356ZPKYPUHHS9GGJGQBX0ZM7BUNPYW,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3WS1NTTKEYCL7RTXKH9KLWA5CB6F0M,A280UKMMBLRURU,Submitted,Wed Nov 27 10:10:00 PST 2019,Wed Nov 27 10:10:15 PST 2019,Sat Nov 30 10:10:15 PST 2019,,,,15,100% (2/2),100% (2/2),100% (2/2),was seeking to,"weapons , ammunition and",1 - Not Similar At All,,
12,3M7OI89LVYO7W7X952UZX837D1FC65,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,35H6S234SA0OJ5MNGUCS8LTJ0KD56T,AGGJUBFTYXCCZ,Submitted,Wed Nov 27 10:08:38 PST 2019,Wed Nov 27 10:08:44 PST 2019,Sat Nov 30 10:08:44 PST 2019,,,,6,100% (6/6),100% (6/6),100% (6/6),did n't he,goes there,5 - Highly Similar,,
13,3M7OI89LVYO7W7X952UZX837D1FC65,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3ERET4BTVM9EJ79OLOJAUK33NBG9KT,A1P622HXQAJ990,Submitted,Wed Nov 27 10:08:29 PST 2019,Wed Nov 27 10:08:33 PST 2019,Sat Nov 30 10:08:33 PST 2019,,,,4,100% (1/1),100% (1/1),100% (1/1),did n't he,goes there,1 - Not Similar At All,,
14,3M7OI89LVYO7W7X952UZX837D1FC65,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3KXIR214I4GI5LZMFNHFDG6TKJG426,A29IS23K76GS7W,Submitted,Wed Nov 27 10:08:04 PST 2019,Wed Nov 27 10:08:08 PST 2019,Sat Nov 30 10:08:08 PST 2019,,,,4,100% (1/1),100% (1/1),100% (1/1),did n't he,goes there,5 - Highly Similar,,
15,3W0KKJIARR9CJJSLQU8V55C6O5EK8C,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,373ERPL3YO8JQQVX9EXOMWQTCADRT4,A21IZYCFI4AUYU,Submitted,Wed Nov 27 10:09:31 PST 2019,Wed Nov 27 10:10:51 PST 2019,Sat Nov 30 10:10:51 PST 2019,,,,80,100% (136/136),100% (136/136),100% (136/136),of the service,works closely with,3,,
16,3W0KKJIARR9CJJSLQU8V55C6O5EK8C,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3EO896NRAWV2S2CK19OFK5422TJJT4,A39D25R6PBMISX,Submitted,Wed Nov 27 10:08:39 PST 2019,Wed Nov 27 10:17:19 PST 2019,Sat Nov 30 10:17:19 PST 2019,,,,520,100% (2/2),100% (2/2),100% (2/2),of the service,works closely with,3,,
17,3W0KKJIARR9CJJSLQU8V55C6O5EK8C,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3KMS4QQVK2QNKH01OAJ24GPEQ9BKFW,A14CLZWROI8UCS,Submitted,Wed Nov 27 10:08:51 PST 2019,Wed Nov 27 10:09:00 PST 2019,Sat Nov 30 10:09:00 PST 2019,,,,9,100% (161/161),100% (161/161),100% (161/161),of the service,works closely with,1 - Not Similar At All,,
18,3RKHNXPHGWWAHGZYTX901XUVLW6UK2,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,32M8BPYGATM2SM68ZR489LADZKMIGI,A14CLZWROI8UCS,Submitted,Wed Nov 27 10:09:13 PST 2019,Wed Nov 27 10:09:22 PST 2019,Sat Nov 30 10:09:22 PST 2019,,,,9,100% (161/161),100% (161/161),100% (161/161),been permitted to,practices in the area,2,,
19,3RKHNXPHGWWAHGZYTX901XUVLW6UK2,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3GU1KF0O4I1YIRL1W02EH7KS5LQPBL,A3BCGN11HDM8QR,Submitted,Wed Nov 27 10:10:19 PST 2019,Wed Nov 27 10:10:28 PST 2019,Sat Nov 30 10:10:28 PST 2019,,,,9,100% (462/462),100% (462/462),100% (462/462),been permitted to,practices in the area,3,,
20,3RKHNXPHGWWAHGZYTX901XUVLW6UK2,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3PJUZCGDJ6GUO67NCZM74FUCSBM98A,A1K31OBX0MZU1N,Submitted,Wed Nov 27 10:08:22 PST 2019,Wed Nov 27 10:08:37 PST 2019,Sat Nov 30 10:08:37 PST 2019,,,,15,100% (1/1),100% (1/1),100% (1/1),been permitted to,practices in the area,1 - Not Similar At All,,
21,3R16PJFTS3RB0I5JERIIOTW1MJIK45,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3L0KT67Y8EGR8RU4Y9KSKNN4DEESYI,A2U4H12NH6Z4QL,Submitted,Wed Nov 27 10:09:09 PST 2019,Wed Nov 27 10:09:23 PST 2019,Sat Nov 30 10:09:23 PST 2019,,,,14,0% (0/0),0% (0/0),0% (0/0),the issue of,disarmament was,1 - Not Similar At All,,
22,3R16PJFTS3RB0I5JERIIOTW1MJIK45,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3QL2OFSM96IHPB1UULLHO2LFNRQCNK,A3MGQJM5IXD0J7,Submitted,Wed Nov 27 10:11:22 PST 2019,Wed Nov 27 10:19:55 PST 2019,Sat Nov 30 10:19:55 PST 2019,,,,513,100% (2/2),100% (2/2),100% (2/2),the issue of,disarmament was,1 - Not Similar At All,,
23,3R16PJFTS3RB0I5JERIIOTW1MJIK45,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3S0TNUHWKTI6RWK4OFR9QBD2JW18DQ,ABBMKMTKDC065,Submitted,Wed Nov 27 10:08:58 PST 2019,Wed Nov 27 10:09:06 PST 2019,Sat Nov 30 10:09:06 PST 2019,,,,8,100% (134/134),100% (134/134),100% (134/134),the issue of,disarmament was,2,,
24,3IWA71V4TIGVZ584WYQMBLOHEJ3X6S,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,351SEKWQS0HLCLM8IG1SVTEX31SDML,AFQIHS5XX58NR,Submitted,Wed Nov 27 10:11:43 PST 2019,Wed Nov 27 10:11:47 PST 2019,Sat Nov 30 10:11:47 PST 2019,,,,4,100% (262/262),100% (262/262),100% (262/262),of non-governmental organisations,guilty,4,,
25,3IWA71V4TIGVZ584WYQMBLOHEJ3X6S,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3OLQQLKKNSP03JUNBEZKLJ41ZJXEJA,A2A4Q3XU50SBE2,Submitted,Wed Nov 27 10:09:51 PST 2019,Wed Nov 27 10:09:56 PST 2019,Sat Nov 30 10:09:56 PST 2019,,,,5,100% (36/36),100% (36/36),100% (36/36),of non-governmental organisations,guilty,1 - Not Similar At All,,
26,3IWA71V4TIGVZ584WYQMBLOHEJ3X6S,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3S4AW7T80BIO67LUPTZKSC52QJ94LX,A29RR6SV0L4D8C,Submitted,Wed Nov 27 10:11:18 PST 2019,Wed Nov 27 10:11:23 PST 2019,Sat Nov 30 10:11:23 PST 2019,,,,5,0% (0/0),0% (0/0),0% (0/0),of non-governmental organisations,guilty,1 - Not Similar At All,,
27,3YLTXLH3DF66NLQU6Q79EZR4LYAPHX,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3AWETUDC92S2J31DPJSXUSQJAAHIZ8,A3I54HNSQ6VJGR,Submitted,Wed Nov 27 10:10:29 PST 2019,Wed Nov 27 10:10:38 PST 2019,Sat Nov 30 10:10:38 PST 2019,,,,9,0% (0/0),0% (0/0),0% (0/0),", religions",see what 's going,1 - Not Similar At All,,
28,3YLTXLH3DF66NLQU6Q79EZR4LYAPHX,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3PMBY0YE273W09X0TB2C61QVI299CI,A3CCO4SVP8T75H,Submitted,Wed Nov 27 10:11:18 PST 2019,Wed Nov 27 10:11:26 PST 2019,Sat Nov 30 10:11:26 PST 2019,,,,8,100% (19/19),100% (19/19),100% (19/19),", religions",see what 's going,1 - Not Similar At All,,
29,3YLTXLH3DF66NLQU6Q79EZR4LYAPHX,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3YW4XOSQKQLAXYB5BP8JL1UIRQT1UC,A3746TDKYH8SJ9,Submitted,Wed Nov 27 10:13:56 PST 2019,Wed Nov 27 10:15:57 PST 2019,Sat Nov 30 10:15:57 PST 2019,,,,121,100% (202/202),100% (202/202),100% (202/202),", religions",see what 's going,4,,
30,359AP8GAGGKQ07BEOCZR3M338CZC74,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,32VNZTT0A74Z95G7UDWGEOE1WBVR47,A3BCGN11HDM8QR,Submitted,Wed Nov 27 10:08:16 PST 2019,Wed Nov 27 10:08:31 PST 2019,Sat Nov 30 10:08:31 PST 2019,,,,15,100% (462/462),100% (462/462),100% (462/462),- when did you,or reducing,2,,
31,359AP8GAGGKQ07BEOCZR3M338CZC74,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3LJ7UR74RHDEU7OF16FZ549RVE7N4G,A2B6IFOZY2D4A4,Submitted,Wed Nov 27 10:08:55 PST 2019,Wed Nov 27 10:09:06 PST 2019,Sat Nov 30 10:09:06 PST 2019,,,,11,100% (469/469),100% (469/469),100% (469/469),- when did you,or reducing,1 - Not Similar At All,,
32,359AP8GAGGKQ07BEOCZR3M338CZC74,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3LUY3GC63Z0BGFIBJJQYC5YWMVZ7PH,A8BINMWK706J,Submitted,Wed Nov 27 10:10:26 PST 2019,Wed Nov 27 10:10:30 PST 2019,Sat Nov 30 10:10:30 PST 2019,,,,4,0% (0/0),0% (0/0),0% (0/0),- when did you,or reducing,1 - Not Similar At All,,
33,3NC6WP7WJHKE4KIKDB747W9NTJQWWZ,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3DI28L7YXAET82EJLPTEHJ8F52X1ET,A1P622HXQAJ990,Submitted,Wed Nov 27 10:09:47 PST 2019,Wed Nov 27 10:09:51 PST 2019,Sat Nov 30 10:09:51 PST 2019,,,,4,100% (1/1),100% (1/1),100% (1/1),not already,thereby helping,1 - Not Similar At All,,
34,3NC6WP7WJHKE4KIKDB747W9NTJQWWZ,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3WYGZ5XF3WFWOM5NUUJ1BF8TFZ5SKN,A3SUMGGFWKMQ3D,Submitted,Wed Nov 27 10:09:01 PST 2019,Wed Nov 27 10:12:25 PST 2019,Sat Nov 30 10:12:25 PST 2019,,,,204,100% (54/54),100% (54/54),100% (54/54),not already,thereby helping,1 - Not Similar At All,,
35,3NC6WP7WJHKE4KIKDB747W9NTJQWWZ,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3X66WABAJWIN2JOPEOXL5F8OG2S3G6,A2XC3AM9UZO3EK,Submitted,Wed Nov 27 10:13:34 PST 2019,Wed Nov 27 10:18:10 PST 2019,Sat Nov 30 10:18:10 PST 2019,,,,276,100% (154/154),100% (154/154),100% (154/154),not already,thereby helping,2,,
36,3UY4PIS8QRLVGPT3OMRWIN624UDN10,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,34FNN24DCM9Q2PWTMD7KRCDCZU6Y5M,A1TIO97G4K0ZFF,Submitted,Wed Nov 27 10:09:14 PST 2019,Wed Nov 27 10:09:21 PST 2019,Sat Nov 30 10:09:21 PST 2019,,,,7,100% (319/319),100% (319/319),100% (319/319),of alternative measures,", including , in particular ,",2,,
37,3UY4PIS8QRLVGPT3OMRWIN624UDN10,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3GD6L00D3SXRKQ6W2NHXURDOE4MM11,AFQIHS5XX58NR,Submitted,Wed Nov 27 10:08:15 PST 2019,Wed Nov 27 10:11:23 PST 2019,Sat Nov 30 10:11:23 PST 2019,,,,188,100% (262/262),100% (262/262),100% (262/262),of alternative measures,", including , in particular ,",4,,
38,3UY4PIS8QRLVGPT3OMRWIN624UDN10,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3PPTZCWALQKF01PW2RX63UH51KWZQQ,A2RHXND42JWM92,Submitted,Wed Nov 27 10:08:31 PST 2019,Wed Nov 27 10:08:49 PST 2019,Sat Nov 30 10:08:49 PST 2019,,,,18,0% (0/0),0% (0/0),0% (0/0),of alternative measures,", including , in particular ,",1 - Not Similar At All,,
39,307L9TDWJYSRQS7IBQ5F6GLZ2ERN3S,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3DQQ64TANGLQ6UJCRRYA4LXDFM7PW0,A2LKB11B1PALLY,Submitted,Wed Nov 27 10:08:58 PST 2019,Wed Nov 27 10:09:20 PST 2019,Sat Nov 30 10:09:20 PST 2019,,,,22,100% (15/15),100% (15/15),100% (15/15),you doing up there,ensuring the safety and security of,1 - Not Similar At All,,
40,307L9TDWJYSRQS7IBQ5F6GLZ2ERN3S,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3HL8HNGX45133LHAKDSDE7BYFFZF9X,AWJ0LF6A0LXJN,Submitted,Wed Nov 27 10:08:56 PST 2019,Wed Nov 27 10:10:26 PST 2019,Sat Nov 30 10:10:26 PST 2019,,,,90,100% (259/259),100% (259/259),100% (259/259),you doing up there,ensuring the safety and security of,3,,
41,307L9TDWJYSRQS7IBQ5F6GLZ2ERN3S,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3QXNC7EIPIVC6H2KHV9SB0OU9DA90N,A142UVY0NHR97M,Submitted,Wed Nov 27 10:08:26 PST 2019,Wed Nov 27 10:08:50 PST 2019,Sat Nov 30 10:08:50 PST 2019,,,,24,0% (0/0),0% (0/0),0% (0/0),you doing up there,ensuring the safety and security of,1 - Not Similar At All,,
42,3V8JSVE8YYQOCPRT7CVM6NN3XNLEY0,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,33OOO72IVHLFKO6ERH7TX1R7C9ATC0,A13XLIF77WB05P,Submitted,Wed Nov 27 10:09:19 PST 2019,Wed Nov 27 10:09:24 PST 2019,Sat Nov 30 10:09:24 PST 2019,,,,5,100% (6/6),100% (6/6),100% (6/6),report addresses,decides to maintain the,4,,
43,3V8JSVE8YYQOCPRT7CVM6NN3XNLEY0,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3LWJHTCVCCM9VKYW1F3Z021NPF3FQJ,A1MWYS9YMR5MGQ,Submitted,Wed Nov 27 10:09:05 PST 2019,Wed Nov 27 10:09:13 PST 2019,Sat Nov 30 10:09:13 PST 2019,,,,8,100% (2/2),100% (2/2),100% (2/2),report addresses,decides to maintain the,2,,
44,3V8JSVE8YYQOCPRT7CVM6NN3XNLEY0,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851058;OriginalHitTemplateId:928390905;,14400,3PWWM24LHSYJOMMORQ7SUSMYM5D28C,A3T9WZOUQGE2UW,Submitted,Wed Nov 27 10:09:59 PST 2019,Wed Nov 27 10:10:03 PST 2019,Sat Nov 30 10:10:03 PST 2019,,,,4,100% (6/6),100% (6/6),100% (6/6),report addresses,decides to maintain the,1 - Not Similar At All,,
