,text_1,text_2,label,chrf_score,chrf_score_norm
64,be regarded as a,be considered to be an,3.667,0.2482269503546099,1.2411347517730495
65,withdraw,considered withdrawn,4.0,0.8208955223880597,4.104477611940299
66,of the highest importance,of the greatest importance,4.333,0.7153392330383481,3.5766961651917404
67,invited committee members,invited the committee,3.333,0.6033182503770739,3.0165912518853695
68,very sorry,"sorry , guys",4.667,0.4112554112554112,2.056277056277056
69,is implemented in,be applied in,2.0,0.24822695035460995,1.2411347517730498
70,the contents,the content,5.0,0.9042553191489362,4.5212765957446805
71,arguments presented,-rrb- arguments,3.0,0.4244306418219461,2.1221532091097304
72,has all along been,have long been,4.667,0.47461368653421626,2.373068432671081
73,the policy objectives,the aims and objectives,2.667,0.552584670231729,2.762923351158645
74,responding to questions,answer the questions,4.333,0.429042904290429,2.145214521452145
75,fair and adequate,fair and appropriate,3.667,0.5743243243243243,2.871621621621622
76,is just not,'s just not,4.333,0.8823529411764705,4.411764705882352
77,is to ensure that,guaranteeing that,3.0,0.25287356321839083,1.264367816091954
78,further consideration of the item,discussion of the topic,3.667,0.33898305084745756,1.6949152542372878
79,preventing the use,prevention of the use,4.333,0.7067510548523206,3.533755274261603
80,men were,two men were,3.333,0.9322033898305084,4.661016949152542
81,you are all,you 're all,4.333,0.6078431372549019,3.0392156862745097
82,of qualifications and,of skills and,3.667,0.21657250470809788,1.0828625235404894
83,is an important stage,is an important step,2.333,0.851449275362319,4.257246376811595
84,prepared by,report prepared by,4.667,0.9239130434782608,4.619565217391304
85,such issues should be,these issues should be,4.0,0.7974910394265233,3.9874551971326166
86,regarding the application of the,on the operation of the,3.667,0.4428904428904429,2.2144522144522143
87,to discuss,to be considered in,3.0,0.1984126984126984,0.992063492063492
88,3/12/2005 ad -lrb- updated,", 20/11/2005 ad -lrb- updated",2.333,0.8473389355742297,4.2366946778711485
89,do n't know what happened,do n't know anything,3.667,0.4621212121212122,2.310606060606061
90,of the society,community was,2.667,0.11695906432748539,0.584795321637427
91,accordance with the provisions of article,provided for in article,2.0,0.2633969118982743,1.3169845594913716
92,include the following :,will be the following :,2.0,0.7235772357723577,3.6178861788617884
93,on implementing the,concerning the implementation of the,4.0,0.7142857142857142,3.571428571428571
94,recommendations of the task,recommendations of the panel of,3.667,0.8299866131191432,4.149933065595716
95,of ammunition,"munitions ,",1.6669999999999998,0.5501618122977346,2.750809061488673
96,outlined that,"indicated that ,",3.667,0.478395061728395,2.391975308641975
97,neither is,", nor was",3.0,0.1126126126126126,0.563063063063063
98,", the board established",", the council established",3.0,0.6360708534621577,3.180354267310789
99,presented by,pointed out by,3.0,0.36082474226804123,1.8041237113402062
100,was noticeably,have been distinctly,4.333,0.1790633608815427,0.8953168044077136
101,let 's get to it,"right , let 's get going",3.0,0.641025641025641,3.205128205128205
102,distributed to,to submit to,2.0,0.17699115044247787,0.8849557522123894
103,have put in place,has put,3.333,0.16049382716049385,0.8024691358024693
104,including references to,have referred to,4.667,0.2609427609427609,1.3047138047138045
105,"committee , having",the commission on the,3.667,0.26371308016877637,1.3185654008438819
106,probe into,investigation was,2.333,0.14227642276422767,0.7113821138211384
107,go forward with,go ahead with,5.0,0.3794037940379404,1.897018970189702
108,now i feel,i 've been feeling,3.667,0.3815261044176707,1.9076305220883536
109,is therefore important,is why it is important,3.667,0.452991452991453,2.264957264957265
110,or programs,"programmes , as well",2.0,0.5141843971631206,2.5709219858156027
111,take responsibility for,be responsible for,5.0,0.5166666666666666,2.583333333333333
112,i 'm an idiot,i 'm such an idiot,4.667,0.803030303030303,4.015151515151515
113,", including where",", particularly where",3.667,0.3153153153153153,1.5765765765765765
114,- you did n't,- i do n't believe this,2.0,0.2608695652173913,1.3043478260869565
115,its grave concern at :,its serious concern at :,4.667,0.634517766497462,3.1725888324873104
116,", having regard to the",in respecting the,3.0,0.22807017543859648,1.1403508771929824
117,conflict resolution,conflicts have,3.0,0.37500000000000006,1.8750000000000002
118,be utilized for,to be used for,3.667,0.4301075268817205,2.1505376344086025
119,enter into force,brought into force,4.667,0.6447688564476886,3.223844282238443
120,followed closely,has been closely following,4.667,0.632183908045977,3.160919540229885
121,greater participation of,greater involvement of,4.333,0.3364632237871674,1.682316118935837
122,continue its consideration of this matter,continue consideration of this issue,4.333,0.7236842105263157,3.6184210526315788
123,all members of,the states members of,4.0,0.7103825136612023,3.5519125683060118
124,you 're talking,you talk,3.333,0.33898305084745756,1.6949152542372878
125,", particularly the","and , in particular , the",3.667,0.648148148148148,3.24074074074074
126,seems to be an,now seems to,2.667,0.5162241887905605,2.5811209439528024
127,endangered wildlife in,endangered species in,2.333,0.506872852233677,2.5343642611683848
128,", activities and","operations , and",3.0,0.25925925925925924,1.2962962962962963
129,/ or recommendations,audit recommendations,2.667,0.7670454545454546,3.835227272727273
130,purposes are,"goals and objectives ,",4.0,0.19047619047619047,0.9523809523809523
131,you worry,you 're worried about,4.333,0.5194805194805194,2.5974025974025974
132,report refers to the,report mentions the,5.0,0.4118773946360153,2.0593869731800765
133,relating to the situation in,regarding the situation in,4.667,0.6785243741765481,3.3926218708827403
134,provincial and territorial,the provinces and territories,3.667,0.6722689075630252,3.3613445378151257
135,provisional agreement,interim agreement,3.333,0.45119705340699806,2.2559852670349905
136,why do i say that,why would they be doing that,3.0,0.37393162393162394,1.8696581196581197
137,center of gaza strip,central gaza strip,4.667,0.5973025048169557,2.9865125240847785
138,on the question of the,on the issue of,3.0,0.3368794326241135,1.6843971631205676
139,are reproduced in annex,appear in annex,3.0,0.37225042301184436,1.8612521150592218
140,"- yes , she did","yes , that 's it",3.333,0.3439153439153439,1.7195767195767195
141,advice from the,to the views of the,3.0,0.2325581395348837,1.1627906976744184
142,have thus been,have therefore been,3.333,0.5833333333333334,2.916666666666667
143,referred to in paragraph,referred to in section,4.333,0.5868544600938967,2.934272300469484
144,are accepted,is to be adopted,2.0,0.2693602693602693,1.3468013468013464
145,"of data ,",data are available,2.667,0.3603603603603603,1.8018018018018014
146,certain circumstances -lrb-,some cases -lrb-,4.667,0.2849002849002849,1.4245014245014245
147,are fundamental,is a key factor,3.0,0.10666666666666669,0.5333333333333334
148,- how 're you doing,- how you doing,4.0,0.6728778467908902,3.3643892339544514
149,a bit tired,really tired,3.667,0.4263565891472869,2.1317829457364343
150,various regional groups,regional groups,3.667,0.6345177664974619,3.1725888324873095
151,relationships are,relations officer,1.6669999999999998,0.5057471264367817,2.528735632183908
152,given time,given point in time,3.0,0.7738095238095237,3.8690476190476186
153,attach importance to,attached special importance to,3.667,0.8108108108108107,4.0540540540540535
154,police officers and,", the police and",3.333,0.39094650205761305,1.9547325102880653
155,used to think that,was just thinking that,3.333,0.4297693920335429,2.1488469601677145
156,assumed responsibility,they are responsible for,3.667,0.4230118443316413,2.1150592216582065
157,departments of education,ministry of education,4.333,0.5345911949685535,2.6729559748427674
158,of the tribunal for the,of the courts to,3.0,0.2861952861952862,1.4309764309764312
159,it supported the,and endorsed the,2.0,0.32098765432098764,1.6049382716049383
160,"dominic , i am so sorry",- i 'm sorry,4.0,0.2663230240549828,1.331615120274914
161,aims to,is making an effort to,2.333,0.3055555555555556,1.527777777777778
162,'s very important for,was very important for,4.667,0.9408602150537635,4.704301075268818
163,everything looks,all this is,3.333,0.11538461538461538,0.5769230769230769
164,apply them,to be implemented,3.667,0.1626016260162602,0.8130081300813009
165,of small arms .,of use of nuclear weapons .,2.0,0.23114355231143555,1.1557177615571776
166,non-governmental organizations,the non-governmental organisations,4.333,0.8602150537634407,4.301075268817203
167,are implemented,be put into effect,3.333,0.14322916666666669,0.7161458333333335
168,is illustrated in,is listed in,4.0,0.369047619047619,1.8452380952380951
169,and the costs of,and cost of,5.0,0.38461538461538464,1.9230769230769231
170,of people with disabilities,of persons with disabilities,5.0,0.7384823848238483,3.6924119241192415
171,are at present,is currently the,3.0,0.19943019943019943,0.9971509971509972
172,been actively involved,actively engaged,5.0,0.39682539682539686,1.9841269841269842
173,participate effectively in,be actively involved in,3.667,0.3663793103448276,1.8318965517241381
174,'s hard to believe,is hard to believe,4.0,0.9354838709677419,4.677419354838709
175,but were,", but rather that",3.333,0.33854166666666674,1.6927083333333337
176,all necessary steps to,all measures necessary,4.667,0.5042735042735043,2.5213675213675213
177,the baltic states,the baltic sea,2.667,0.692488262910798,3.46244131455399
178,the goals set out in,the objectives set forth in,3.0,0.3754578754578755,1.8772893772893775
179,each state party to,states parties to,3.667,0.37832310838445804,1.8916155419222902
180,documentation and,documents and to,4.0,0.5208333333333334,2.604166666666667
181,will leave,'m leaving,3.667,0.3555555555555555,1.7777777777777777
182,plenary meetings and,plenary sessions and,3.667,0.4857142857142857,2.4285714285714284
183,", but rather that",", but it is",3.333,0.275779376498801,1.378896882494005
184,cases even,case then,3.667,0.3153153153153153,1.5765765765765765
185,"report , dated",report of the work of the,3.333,0.3968253968253968,1.984126984126984
186,agreement reached,to reaching,1.3330000000000002,0.28776978417266186,1.4388489208633093
187,development of a,of setting up a,3.667,0.1616915422885572,0.808457711442786
188,persons with reduced mobility,passengers with reduced mobility,5.0,0.814676616915423,4.073383084577115
189,the knowledge and,the skills and,2.667,0.25821596244131456,1.2910798122065728
190,measured in,measured during,4.0,0.7865168539325841,3.9325842696629203
191,", the sources said",the officials said,4.667,0.35483870967741943,1.7741935483870972
192,had originally been,had initially been,4.667,0.5386178861788617,2.6930894308943087
193,and we are,", and we stand",3.667,0.6118143459915611,3.0590717299578056
194,most of its,the majority of its,2.667,0.5376344086021505,2.6881720430107525
195,where are you taking him ?,wh-where are you taking him ?,4.667,0.9873949579831933,4.936974789915967
196,concepts and,to the principles and,2.667,0.35256410256410253,1.7628205128205128
197,"yes , that 's true .","yes , it does .",2.333,0.29411764705882354,1.4705882352941178
198,of facilitating and,facilitation and,4.333,0.5864197530864198,2.932098765432099
199,to implement its,to carry out the,4.333,0.1358024691358025,0.6790123456790125
200,rates at,rate is,3.0,0.37037037037037035,1.8518518518518516
201,strives to,to pursue efforts to,3.333,0.27450980392156865,1.3725490196078431
202,are currently under,is under way,4.667,0.2531645569620253,1.2658227848101264
203,'s what it is,'s exactly right,3.0,0.18518518518518517,0.9259259259259258
204,and non-governmental organizations ;,and ngos ;,4.333,0.12944983818770225,0.6472491909385113
205,established within,created in,3.333,0.1360544217687075,0.6802721088435375
206,moved forward,move ahead,3.667,0.21241830065359477,1.0620915032679739
207,is thanks to,thank you to,2.667,0.3859649122807018,1.929824561403509
208,these programmes,the two programmes,4.667,0.7055961070559611,3.5279805352798057
209,their special needs,their particular needs,4.333,0.4662698412698413,2.3313492063492065
210,the euro area,the euro zone,3.667,0.6349206349206349,3.1746031746031744
211,a view to improving,to help improve,3.333,0.3519668737060041,1.7598343685300204
212,'s losing,is losing,3.333,0.8461538461538461,4.230769230769231
213,legal regulations,of regulations,3.667,0.6690140845070423,3.345070422535211
214,and the outcome,and the results,4.667,0.47999999999999987,2.3999999999999995
215,will be issued in,will be included in,4.667,0.6235827664399094,3.117913832199547
216,generating electricity,produce electricity,3.667,0.5121527777777778,2.560763888888889
217,required by the,", in accordance with the",2.667,0.18656716417910446,0.9328358208955223
218,miles away,kilometres away,3.0,0.6458333333333334,3.229166666666667
219,n't leave you,n't let you,3.667,0.5016181229773463,2.5080906148867315
220,a rise in,has been an increase in,3.667,0.4008438818565401,2.0042194092827
221,"oh , uh , yeah","yes , the hell there is",2.333,0.18817204301075266,0.9408602150537633
222,that 's exactly who i am,that 's correct,2.667,0.30744336569579295,1.5372168284789647
223,partnership established,"partnership """,4.0,0.4871794871794872,2.435897435897436
224,are very close .,'re so close .,2.333,0.48872180451127817,2.443609022556391
225,came back,was coming,2.0,0.101010101010101,0.505050505050505
226,even dressed,dressed,4.0,0.5,2.5
227,were different,to differ,2.667,0.42424242424242425,2.121212121212121
228,products and services in,product and service,4.333,0.6666666666666666,3.333333333333333
229,relevant legislation,laws and regulations,4.0,0.30476190476190484,1.5238095238095242
230,speculate that,is suggested that,3.667,0.2966101694915254,1.4830508474576272
231,reports presented to the,reports before the,4.0,0.3827751196172249,1.9138755980861244
232,best contribute to,contribute to,3.667,0.7,3.5
233,for the purposes,only for the purpose,4.333,0.8992805755395684,4.496402877697842
234,"right , right , yeah","yes , it is",3.667,0.14056224899598393,0.7028112449799196
235,i 'm not scared,- i 'm not afraid,5.0,0.5511811023622046,2.755905511811023
236,approximately 200 000,about 200 000,2.0,0.3389830508474576,1.694915254237288
237,achievement of the goals of the,achieve the goals of the,4.333,0.683453237410072,3.4172661870503602
238,'s coming this way .,'m coming in .,3.667,0.3747534516765286,1.8737672583826432
239,appropriate ways to,ways and means of,3.667,0.20449897750511245,1.0224948875255622
240,also encourages the,also calls upon the,2.333,0.3232323232323233,1.6161616161616166
241,is an issue that,is a subject that,2.0,0.3676470588235294,1.838235294117647
242,funds will,funding is,2.667,0.28888888888888886,1.4444444444444442
243,resources to,"available resources , to",3.667,0.778816199376947,3.894080996884735
244,listed in annex,contained in annex,4.0,0.6901041666666666,3.450520833333333
245,"thoughts , no","- no , dad",2.333,0.1797385620915033,0.8986928104575165
246,- so what happened ?,"-well , what happened ?",4.667,0.7771535580524344,3.8857677902621717
247,educational system in,education system in,4.667,0.7650273224043717,3.825136612021858
248,once again reiterate,once again reaffirms,3.0,0.6285714285714286,3.142857142857143
249,", as are the",as well as on the,2.667,0.36666666666666664,1.8333333333333333
250,routes used,routes of,3.667,0.5421686746987951,2.710843373493976
251,was pleased to note that,notes with satisfaction that,4.333,0.2663622526636225,1.3318112633181125
252,", arrived here",arrived in the,4.0,0.5362318840579711,2.6811594202898554
253,- these are,"- well , this is",1.3330000000000002,0.20370370370370375,1.0185185185185188
254,is over .,'s all over .,3.0,0.7004830917874396,3.502415458937198
255,of supporting and,'s support of,3.667,0.4373522458628842,2.186761229314421
256,ask the secretary-general,requested the secretary- general,3.0,0.7399425287356324,3.6997126436781618
257,parties to the treaty,the states parties to the treaty,4.0,0.9438775510204082,4.719387755102041
258,beginning of the first,start of the first,4.667,0.5497382198952879,2.7486910994764395
259,are benefiting from,take advantage of,4.0,0.11247443762781185,0.5623721881390593
260,"by its president ,",by the chairman,3.333,0.13157894736842107,0.6578947368421053
261,be necessary for the,was essential for,4.0,0.20348837209302326,1.0174418604651163
262,that situation,such a situation,3.333,0.6695156695156695,3.347578347578348
263,attention is paid,pay attention to the,4.667,0.5518018018018018,2.7590090090090094
264,add to the,", contributing to the",3.0,0.5232558139534884,2.616279069767442
265,you 're pretty,you look pretty,5.0,0.5316091954022989,2.6580459770114944
266,board of directors and the,board and the,3.0,0.3978978978978979,1.9894894894894897
267,resources and,", natural resources and",4.0,0.9130434782608696,4.565217391304348
268,and the suggestions,and propositions,4.333,0.2674897119341564,1.337448559670782
269,am in favour of,expressed support for,3.0,0.10178117048346057,0.5089058524173028
270,"no , we wo n't","no , he does n't",2.333,0.41310541310541304,2.065527065527065
271,grown increasingly,becoming ever more,3.333,0.13978494623655915,0.6989247311827957
272,sbi decided to,sbi agreed to,4.0,0.38011695906432746,1.9005847953216373
273,are attending,participate in the,3.0,0.2272727272727272,1.136363636363636
274,which was indispensable,which was vital,3.333,0.4060913705583757,2.0304568527918785
275,of not less than 3,of not less than three,4.0,0.9119496855345911,4.559748427672956
276,of russia 's,of russia,4.667,0.7065217391304348,3.532608695652174
277,would help to,is instrumental in,3.0,0.09090909090909091,0.4545454545454546
278,this is not a toy,it 's not a toy,5.0,0.6293706293706294,3.1468531468531467
279,scared to death,really scared,3.667,0.33875338753387535,1.6937669376693767
280,have an opportunity,were given the opportunity,3.667,0.6298449612403102,3.149224806201551
281,shall be defined by,are established by,3.667,0.2642276422764228,1.321138211382114
282,require for,needed to be,4.0,0.07751937984496125,0.3875968992248063
283,is ensuring that,is to guarantee that,4.333,0.31175059952038364,1.558752997601918
284,there is still,there may be,3.333,0.32448377581120946,1.6224188790560472
285,risen significantly,increased substantially,3.667,0.1972386587771203,0.9861932938856015
286,is of vital importance that,is necessary that,3.0,0.19148936170212766,0.9574468085106382
287,of participating,of engaging in,3.667,0.17543859649122806,0.8771929824561403
288,it has become a,has now become a,4.333,0.6481481481481481,3.2407407407407405
289,has reviewed and considered,considered by,4.667,0.34632034632034625,1.7316017316017311
290,is primarily due to,is largely due to,4.667,0.4907975460122699,2.4539877300613493
291,", with special emphasis",", including , in particular",2.667,0.11164274322169059,0.5582137161084529
292,targeted,well targeted,4.333,0.9166666666666666,4.583333333333333
293,intensive debate,intense debate,3.333,0.6766917293233082,3.3834586466165413
294,indicated that they,indicates that he,3.667,0.5828220858895705,2.9141104294478524
295,countries members of the,countries in the,3.333,0.4428341384863123,2.2141706924315616
296,it was a party to,is a state party to,3.333,0.5895691609977326,2.947845804988663
297,"now , however ,","there is , however ,",2.333,0.7307692307692308,3.653846153846154
298,very crucial,very critical,5.0,0.5555555555555556,2.7777777777777777
299,took place during,had taken place in,4.333,0.37671232876712324,1.8835616438356162
300,almost 25 per cent,nearly 25 per cent,5.0,0.6344086021505376,3.172043010752688
301,is crucial that,is vitally important for,2.667,0.18656716417910446,0.9328358208955223
302,council members held,the members of the council welcomed,3.333,0.6754385964912281,3.3771929824561404
303,showed that it,demonstrated that it,4.0,0.6473829201101929,3.2369146005509646
304,"- yeah , that 's it","- yes , he did",3.333,0.21875000000000006,1.0937500000000002
305,equal treatment of men and,equality between men and,3.333,0.3934191702432046,1.967095851216023
306,'m wondering,wonder,4.0,0.39325842696629215,1.9662921348314608
307,", i wish to begin",", i should like to begin",4.667,0.5811403508771931,2.9057017543859653
308,has been actively engaged in,has been active in,3.0,0.5510204081632653,2.7551020408163263
309,participating in,are invited to participate in the,2.333,0.5921052631578948,2.960526315789474
310,is vitally important,is imperative,3.333,0.1984126984126984,0.992063492063492
311,correspondents and,reporter and,2.333,0.22371364653243847,1.1185682326621924
312,reporting guidelines,""" guidelines",4.333,0.5089820359281436,2.544910179640718
313,really were,'re really,1.6669999999999998,0.49603174603174605,2.4801587301587302
314,are fairly,are relatively more,2.0,0.31746031746031744,1.5873015873015872
315,of basic rights,"for fundamental rights ,",4.667,0.3855721393034826,1.927860696517413
316,", the panel found",", the committee found",3.667,0.4809843400447427,2.4049217002237135
317,of contacts between new,of the relationship between the,3.667,0.41471048513302033,2.0735524256651017
318,is crucial to,would be important to,4.0,0.17699115044247785,0.8849557522123892
319,significantly increased,much more significant,3.0,0.4597701149425287,2.2988505747126435
320,and the next day,"the following day ,",4.667,0.26570048309178745,1.3285024154589373
321,what were your intentions,"why , what 's the matter",2.667,0.2157738095238095,1.0788690476190474
322,of the opinion that,are of the view that,5.0,0.45180722891566266,2.2590361445783134
323,their member states,their members,2.333,0.6079664570230607,3.0398322851153035
324,an increase of almost,an increase of nearly,3.667,0.6936936936936936,3.468468468468468
325,is a major component,are an important part,3.333,0.18939393939393942,0.9469696969696971
326,are certainly,have actually,4.333,0.15873015873015872,0.7936507936507936
327,", the council is",", the council extended",3.0,0.8156028368794327,4.078014184397164
328,", this is a",this represents an,4.333,0.3804347826086956,1.902173913043478
329,", resulting from the",derived from the,3.667,0.4093567251461988,2.046783625730994
330,"so , what is it ?",what 's all this ?,4.333,0.3082191780821918,1.541095890410959
331,levels in,level -lrb-,3.333,0.39800995024875624,1.9900497512437811
332,presented in,was reported in,4.333,0.4421768707482993,2.2108843537414966
333,council was,"security council ,",3.333,0.6159420289855072,3.079710144927536
334,opportunity to present,the possibility of submitting,3.333,0.1897689768976898,0.948844884488449
335,is absolutely,is all very,2.667,0.22653721682847894,1.1326860841423947
336,becoming members,become part,3.667,0.24358974358974358,1.2179487179487178
337,", it is required to",there is a need to,4.0,0.3048780487804878,1.524390243902439
338,reminded the public,reminds members of the public that,3.333,0.6759259259259258,3.379629629629629
339,and i am happy to,", and i am glad",3.333,0.4778554778554779,2.3892773892773893
340,offence was committed,"criminal offence ,",1.3330000000000002,0.3571428571428571,1.7857142857142856
341,to include in,be contained in,3.0,0.24922118380062308,1.2461059190031154
342,counsel recalls that,""" the security council recalls that",3.667,0.7192982456140351,3.5964912280701755
343,the results of such,results of this,3.333,0.5693581780538302,2.8467908902691508
344,- is it,"- hey , it",3.333,0.3125,1.5625
345,reaffirms that the,reaffirming that the,3.667,0.7643312101910826,3.821656050955413
346,n't eaten anything,n't eaten,3.667,0.44520547945205474,2.2260273972602738
347,why did n't you say something,why do you want to,3.0,0.2427821522309711,1.2139107611548554
348,first six months,first six months of this year,4.0,0.9121621621621623,4.560810810810811
349,in the circumstances,under the circumstances,4.667,0.8801498127340824,4.400749063670412
350,parliament needs to,this house must,2.667,0.10351966873706005,0.5175983436853002
351,appreciates the efforts,appreciated the efforts,4.667,0.8292682926829267,4.146341463414633
352,the protection provided for in this,the protection provided under this,5.0,0.7561728395061729,3.7808641975308643
353,program objectives,the program 's objectives,3.667,0.8539094650205761,4.269547325102881
354,"yeah , he does","of course , yeah",2.667,0.2991452991452992,1.495726495726496
355,their decision,their own decisions,3.667,0.8194444444444444,4.097222222222222
356,my fear is that,my concern is that,4.0,0.5338541666666666,2.669270833333333
357,achieving sustainable,sustainable management,4.0,0.5017921146953406,2.5089605734767026
358,who maintain,who are in,4.0,0.2508960573476703,1.2544802867383513
359,"- yeah , this is","- yeah , he 's",3.333,0.5263157894736843,2.6315789473684212
360,a huge opportunity,a great opportunity,4.0,0.6623931623931623,3.3119658119658113
361,and detailed,detailed description,2.667,0.6634304207119741,3.3171521035598706
362,and that is exactly,and precisely,3.0,0.18867924528301888,0.9433962264150944
363,results of an,the outcome of the,4.0,0.196969696969697,0.984848484848485
364,-roger who is this,- who 's that,3.333,0.28888888888888886,1.4444444444444442
365,continued for,continues with,3.667,0.5345911949685535,2.6729559748427674
366,of aboriginal languages,of indigenous languages,4.0,0.47154471544715443,2.357723577235772
367,sufficient enough,insufficient,1.6669999999999998,0.5476190476190477,2.738095238095238
368,is the establishment of,is to set up,3.667,0.14604810996563572,0.7302405498281785
369,in the development and implementation of,in the elaboration and implementation of,2.333,0.6666666666666666,3.333333333333333
370,'s very important that,was essential for,4.333,0.12280701754385964,0.6140350877192982
371,"no , that 's not true",it is not true,4.333,0.44943820224719105,2.247191011235955
372,center was,centre was,4.0,0.48888888888888893,2.4444444444444446
373,may remain,continued to be,3.667,0.10416666666666667,0.5208333333333334
374,customs clearance,customs,2.667,0.33333333333333337,1.666666666666667
375,it is crucial that,it is also essential,3.0,0.3184713375796178,1.592356687898089
376,i am scared,i 'm so scared,4.667,0.625,3.125
377,assistance payments,assistance to,3.0,0.5450733752620546,2.725366876310273
378,but i am,"well , i 've",3.333,0.16949152542372883,0.8474576271186441
379,get involved,had been involved,3.667,0.6666666666666667,3.333333333333334
380,considered and adopted,discussed and adopted,4.0,0.627147766323024,3.1357388316151202
381,the differences among,the differences between,3.667,0.7308377896613191,3.6541889483065955
382,and regulations of,and rules of the,3.333,0.32679738562091504,1.6339869281045751
383,the arab states,the arabs,4.0,0.47619047619047616,2.380952380952381
384,reaffirm the,", reiterating",3.667,0.15625,0.78125
385,on the development of a,the process of drafting a,3.0,0.24154589371980673,1.2077294685990336
386,achieving a higher degree of,achieve greater,3.333,0.23415977961432505,1.1707988980716253
