,HITId,HITTypeId,Title,Description,Keywords,RequesterAnnotation,AssignmentDurationInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.text1,Input.text2,Answer.semantic-similarity.label,Approve,Reject
10,3BAKUKE49HCGVNLVHT8DR7BC5RKR1A,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3STRJBFXOWRX3MI2JUORLK4FHGTKTA,A2QD9PJUKW7PKK,Approved,Wed Nov 27 08:38:47 PST 2019,Wed Nov 27 08:38:56 PST 2019,Sat Nov 30 08:38:56 PST 2019,Wed Nov 27 11:00:08 PST 2019,,,9,100% (3/3),100% (3/3),100% (3/3),"The word of the Lord which came to Joel , the son of Pethuel .",The word of the Lord that came to Joel the son of Phatuel .,5 - Highly Similar,,
11,3BAKUKE49HCGVNLVHT8DR7BC5RKR1A,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3T111IHZ5EQ06BMJB8S7VWPHI1J9RR,ADJMZSRMFT3RG,Approved,Wed Nov 27 08:34:39 PST 2019,Wed Nov 27 08:34:49 PST 2019,Sat Nov 30 08:34:49 PST 2019,Wed Nov 27 11:00:08 PST 2019,,,10,100% (13/13),100% (13/13),100% (13/13),"The word of the Lord which came to Joel , the son of Pethuel .",The word of the Lord that came to Joel the son of Phatuel .,4,,
12,3XU9MCX6VOCNK83R0X8RWQLHXXYR2R,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3EWIJTFFVO7T1DT1P6PE3EP50810EV,A2Z5WHZ0A2JJ6A,Approved,Wed Nov 27 08:38:49 PST 2019,Wed Nov 27 08:39:02 PST 2019,Sat Nov 30 08:39:02 PST 2019,Wed Nov 27 11:07:32 PST 2019,,,13,100% (24/24),100% (24/24),100% (24/24),"Adam , Seth , Enosh ,","Adam , Seth , Enosh ,",5 - Highly Similar,,
13,3XU9MCX6VOCNK83R0X8RWQLHXXYR2R,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3P59JYT76LK2M6ECUOINLOIL0G7T2X,A351BKQC7NEH3A,Approved,Wed Nov 27 08:38:54 PST 2019,Wed Nov 27 08:39:00 PST 2019,Sat Nov 30 08:39:00 PST 2019,Wed Nov 27 11:07:33 PST 2019,,,6,100% (13/13),100% (13/13),100% (13/13),"Adam , Seth , Enosh ,","Adam , Seth , Enosh ,",5 - Highly Similar,,
14,3XU9MCX6VOCNK83R0X8RWQLHXXYR2R,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3UN61F00HWPH5OK78IFQJGKFW54R5M,A3JD6IDODWJN98,Approved,Wed Nov 27 08:44:23 PST 2019,Wed Nov 27 09:13:38 PST 2019,Sat Nov 30 09:13:38 PST 2019,Wed Nov 27 11:07:33 PST 2019,,,1755,100% (24/24),100% (24/24),100% (24/24),"Adam , Seth , Enosh ,","Adam , Seth , Enosh ,",5 - Highly Similar,,
15,3ZUE82NE0A113X07PJHYPSK1G9G8FH,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,35LDD5557A4TQRSIAXNFZ69NN8XMKB,ANS8B7J9GNA2W,Approved,Wed Nov 27 08:38:40 PST 2019,Wed Nov 27 08:39:38 PST 2019,Sat Nov 30 08:39:38 PST 2019,Wed Nov 27 11:07:54 PST 2019,,,58,100% (4/4),100% (4/4),100% (4/4),"having become by so much better than the angels , as he hath inherited a more excellent name than they .","taking a place by so much better than the angels , as he inherits a name more excellent than they .",4,,
16,3ZUE82NE0A113X07PJHYPSK1G9G8FH,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3BQU611VFPKU2BQXHRSL4BPNCFF996,AE7UECBR4D5E6,Approved,Wed Nov 27 08:39:55 PST 2019,Wed Nov 27 08:40:09 PST 2019,Sat Nov 30 08:40:09 PST 2019,Wed Nov 27 11:07:54 PST 2019,,,14,100% (101/101),100% (101/101),100% (101/101),"having become by so much better than the angels , as he hath inherited a more excellent name than they .","taking a place by so much better than the angels , as he inherits a name more excellent than they .",3,,
17,3ZUE82NE0A113X07PJHYPSK1G9G8FH,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3G2UL9A02DE369064NRP657FROI67F,A3S104I5V53HB8,Approved,Wed Nov 27 08:36:56 PST 2019,Wed Nov 27 08:37:01 PST 2019,Sat Nov 30 08:37:01 PST 2019,Wed Nov 27 11:07:54 PST 2019,,,5,100% (32/32),100% (32/32),100% (32/32),"having become by so much better than the angels , as he hath inherited a more excellent name than they .","taking a place by so much better than the angels , as he inherits a name more excellent than they .",4,,
18,3CO05SML7V5GOY0DLA4DD2S20ZER07,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3DL65MZB8DFDV5OH1MIYYFR69XYEC2,A1GZZGA7ZFUPMB,Approved,Wed Nov 27 08:40:06 PST 2019,Wed Nov 27 08:40:48 PST 2019,Sat Nov 30 08:40:48 PST 2019,Wed Nov 27 11:00:27 PST 2019,,,42,100% (29/29),100% (29/29),100% (29/29),"When therefore he was gone out , Jesus saith , Now is the Son of man glorified , and God is glorified in him ;","When therefore he was gone out Jesus says , Now is the Son of man glorified , and God is glorified in him .",3,,
19,3CO05SML7V5GOY0DLA4DD2S20ZER07,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3IFS6Q0HJIJ5IRFZURYPYZTGNTQIS8,A23RQHNROJGWR4,Approved,Wed Nov 27 08:37:26 PST 2019,Wed Nov 27 08:37:50 PST 2019,Sat Nov 30 08:37:50 PST 2019,Wed Nov 27 11:00:27 PST 2019,,,24,100% (6/6),100% (6/6),100% (6/6),"When therefore he was gone out , Jesus saith , Now is the Son of man glorified , and God is glorified in him ;","When therefore he was gone out Jesus says , Now is the Son of man glorified , and God is glorified in him .",5 - Highly Similar,,
20,3CO05SML7V5GOY0DLA4DD2S20ZER07,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3WOKGM4L71GFD46QJKSA8QJJ4A70OZ,A2OP2ZANIM5ZV,Approved,Wed Nov 27 08:38:54 PST 2019,Wed Nov 27 08:39:02 PST 2019,Sat Nov 30 08:39:02 PST 2019,Wed Nov 27 11:00:27 PST 2019,,,8,100% (90/90),100% (90/90),100% (90/90),"When therefore he was gone out , Jesus saith , Now is the Son of man glorified , and God is glorified in him ;","When therefore he was gone out Jesus says , Now is the Son of man glorified , and God is glorified in him .",4,,
21,3B0MCRZMBRUY02OIP3FEN8TV7P3PPL,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3I2PTA7R3TUKB6QA2QUWGFTSX9WQK4,AFQIHS5XX58NR,Approved,Wed Nov 27 08:43:12 PST 2019,Wed Nov 27 08:43:16 PST 2019,Sat Nov 30 08:43:16 PST 2019,Wed Nov 27 10:59:56 PST 2019,,,4,100% (137/137),100% (137/137),100% (137/137),And there was great weeping in all the country when all the people went through ; and the king himself was waiting in the Kidron valley and all the people went by him in the direction of the olive-tree on the edge of the waste land .,"And all the country wept with a loud voice , and all the people passed over ; the king also himself passed over the torrent Kidron , and all the people passed over , towards the way of the wilderness .",5 - Highly Similar,,
22,3B0MCRZMBRUY02OIP3FEN8TV7P3PPL,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3OLF68YTN91H84RFCJ6DA2MILVSFAJ,A3BCGN11HDM8QR,Approved,Wed Nov 27 08:40:48 PST 2019,Wed Nov 27 08:41:18 PST 2019,Sat Nov 30 08:41:18 PST 2019,Wed Nov 27 10:59:57 PST 2019,,,30,100% (142/142),100% (142/142),100% (142/142),And there was great weeping in all the country when all the people went through ; and the king himself was waiting in the Kidron valley and all the people went by him in the direction of the olive-tree on the edge of the waste land .,"And all the country wept with a loud voice , and all the people passed over ; the king also himself passed over the torrent Kidron , and all the people passed over , towards the way of the wilderness .",1 - Not Similar At All,,
23,3B0MCRZMBRUY02OIP3FEN8TV7P3PPL,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3U0SRXB7CD5LVDQDCIBCDXK1NQ5NR9,A1VG4ZYR4W1ZKK,Approved,Wed Nov 27 08:47:29 PST 2019,Wed Nov 27 08:48:01 PST 2019,Sat Nov 30 08:48:01 PST 2019,Wed Nov 27 10:59:57 PST 2019,,,32,100% (19/19),100% (19/19),100% (19/19),And there was great weeping in all the country when all the people went through ; and the king himself was waiting in the Kidron valley and all the people went by him in the direction of the olive-tree on the edge of the waste land .,"And all the country wept with a loud voice , and all the people passed over ; the king also himself passed over the torrent Kidron , and all the people passed over , towards the way of the wilderness .",4,,
24,307L9TDWJYSRQS7IBQ5F6GLZ2EA3NR,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3FIJLY1B6U4OV8XH12OA0XBDKHQPF7,A2HITRHQ441VHA,Approved,Wed Nov 27 08:35:38 PST 2019,Wed Nov 27 08:41:17 PST 2019,Sat Nov 30 08:41:17 PST 2019,Wed Nov 27 10:56:42 PST 2019,,,339,100% (92/92),100% (92/92),100% (92/92),"Jesus therefore went up into a mountain , and there he sat with his disciples .","and Jesus went up to the mount , and he was there sitting with his disciples ,",4,,
25,307L9TDWJYSRQS7IBQ5F6GLZ2EA3NR,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3PMBY0YE273W09X0TB2C61QVI0H9CM,A1X9X6JCC0UEKM,Approved,Wed Nov 27 08:37:33 PST 2019,Wed Nov 27 08:37:39 PST 2019,Sat Nov 30 08:37:39 PST 2019,Wed Nov 27 10:56:42 PST 2019,,,6,100% (109/109),100% (109/109),100% (109/109),"Jesus therefore went up into a mountain , and there he sat with his disciples .","and Jesus went up to the mount , and he was there sitting with his disciples ,",5 - Highly Similar,,
26,307L9TDWJYSRQS7IBQ5F6GLZ2EA3NR,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3TE3O857308P6R1KQZDSL9H3CVA2RT,ADJMZSRMFT3RG,Approved,Wed Nov 27 08:36:10 PST 2019,Wed Nov 27 08:36:29 PST 2019,Sat Nov 30 08:36:29 PST 2019,Wed Nov 27 10:56:42 PST 2019,,,19,100% (13/13),100% (13/13),100% (13/13),"Jesus therefore went up into a mountain , and there he sat with his disciples .","and Jesus went up to the mount , and he was there sitting with his disciples ,",5 - Highly Similar,,
27,3ECKRY5B1QW0XK3KZHNW59UXVAEZI3,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3EJPLAJKEMGMQJ6CNIJ8XP0E1HU6Z6,AFQIHS5XX58NR,Approved,Wed Nov 27 08:35:25 PST 2019,Wed Nov 27 08:35:52 PST 2019,Sat Nov 30 08:35:52 PST 2019,Wed Nov 27 11:00:55 PST 2019,,,27,100% (137/137),100% (137/137),100% (137/137),"For those of us who have belief come into his rest ; even as he has said , As I said in my oath when I was angry , They may not come into my rest : though the works were done from the time of the making of the world .","For we enter into the rest who have believed ; as he said , As I have sworn in my wrath , If they shall enter into my rest ; although the works had been completed from foundation of world .",4,,
28,3ECKRY5B1QW0XK3KZHNW59UXVAEZI3,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3NQL1CS15R870JB8S4PXVA7BCGHVYV,AX3RDV6XXR1XB,Approved,Wed Nov 27 08:37:09 PST 2019,Wed Nov 27 08:37:26 PST 2019,Sat Nov 30 08:37:26 PST 2019,Wed Nov 27 11:00:55 PST 2019,,,17,100% (74/74),100% (74/74),100% (74/74),"For those of us who have belief come into his rest ; even as he has said , As I said in my oath when I was angry , They may not come into my rest : though the works were done from the time of the making of the world .","For we enter into the rest who have believed ; as he said , As I have sworn in my wrath , If they shall enter into my rest ; although the works had been completed from foundation of world .",3,,
29,3ECKRY5B1QW0XK3KZHNW59UXVAEZI3,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3TYCR1GOTCJ4949JAMPAM8IBRCKZL8,A681XM15AN28F,Approved,Wed Nov 27 08:38:14 PST 2019,Wed Nov 27 08:38:24 PST 2019,Sat Nov 30 08:38:24 PST 2019,Wed Nov 27 11:00:55 PST 2019,,,10,100% (11/11),100% (11/11),100% (11/11),"For those of us who have belief come into his rest ; even as he has said , As I said in my oath when I was angry , They may not come into my rest : though the works were done from the time of the making of the world .","For we enter into the rest who have believed ; as he said , As I have sworn in my wrath , If they shall enter into my rest ; although the works had been completed from foundation of world .",3,,
30,3FI30CQHVKJOM253R2Y4MOXPVGYB6G,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,33JKGHPFYCUUYXDL7AFVRYQRH34MNI,ACKF1WBCKVLY3,Approved,Wed Nov 27 08:42:07 PST 2019,Wed Nov 27 08:42:18 PST 2019,Sat Nov 30 08:42:18 PST 2019,Wed Nov 27 11:01:11 PST 2019,,,11,100% (146/146),100% (146/146),100% (146/146),"And Job again took up his parable , and said ,","And Job continued his parable and said ,",3,,
31,3FI30CQHVKJOM253R2Y4MOXPVGYB6G,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3M81GAB8A0JJI3MGWDH3HCA2AFMBQ4,A2PQV1A2D4CG52,Approved,Wed Nov 27 08:40:00 PST 2019,Wed Nov 27 08:40:08 PST 2019,Sat Nov 30 08:40:08 PST 2019,Wed Nov 27 11:01:11 PST 2019,,,8,100% (109/109),100% (109/109),100% (109/109),"And Job again took up his parable , and said ,","And Job continued his parable and said ,",4,,
32,3FI30CQHVKJOM253R2Y4MOXPVGYB6G,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,3VBEN272MKZRM09443YMDNG08GZSGR,AWJ0LF6A0LXJN,Approved,Wed Nov 27 08:40:46 PST 2019,Wed Nov 27 08:44:54 PST 2019,Sat Nov 30 08:44:54 PST 2019,Wed Nov 27 11:01:12 PST 2019,,,248,100% (115/115),100% (115/115),100% (115/115),"And Job again took up his parable , and said ,","And Job continued his parable and said ,",4,,
33,38RHULDV9YFW3PYFOU3P650FE8BIWX,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851006;OriginalHitTemplateId:928390905;,14400,339ANSOTR527U82RPIPN7D266ZHKIX,A2HITRHQ441VHA,Approved,Wed Nov 27 08:46:40 PST 2019,Wed Nov 27 08:49:50 PST 2019,Sat Nov 30 08:49:50 PST 2019,Wed Nov 27 10:59:30 PST 2019,,,190,100% (92/92),100% (92/92),100% (92/92),"Up ! and let the grain be crushed , O daughter of Zion , for I will make your horn iron and your feet brass , and a number of peoples will be broken by you , and you will give up their increase to the Lord and their wealth to the Lord of all the earth .","Arise , and tread , O daughter of Sion : for I will make thy horn iron , and thy hoofs I will make brass : and thou shalt beat in pieces many peoples , and shalt immolate the spoils of them to the Lord , and their strength to the Lord of the whole earth .",3,,
