,HITId,HITTypeId,Title,Description,Keywords,RequesterAnnotation,AssignmentDurationInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.text1,Input.text2,Answer.semantic-similarity.label,Approve,Reject
10,3RQVKZ7ZRKJD2PJCRJALR9UHWLA279,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3LBXNTKX0RVK378VK7YZKEB5JJL9X6,A1X9X6JCC0UEKM,Submitted,Wed Nov 27 09:05:06 PST 2019,Wed Nov 27 09:05:16 PST 2019,Sat Nov 30 09:05:16 PST 2019,,,,10,100% (147/147),100% (147/147),100% (147/147),refugees and,refugee population,2,,
11,3RQVKZ7ZRKJD2PJCRJALR9UHWLA279,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3UNH76FOCS5OAWHZECO68EOYLNKYMW,A1O4AAQX2KCD3N,Submitted,Wed Nov 27 09:03:37 PST 2019,Wed Nov 27 09:04:01 PST 2019,Sat Nov 30 09:04:01 PST 2019,,,,24,100% (56/56),100% (56/56),100% (56/56),refugees and,refugee population,3,,
12,3OID399FXG7DKSWY6RSEBKY2R0IDFX,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,34S9DKFK73PUSE2ZQD36LTDYQDUYNW,A231IGO9QHF433,Submitted,Wed Nov 27 09:03:37 PST 2019,Wed Nov 27 09:03:44 PST 2019,Sat Nov 30 09:03:44 PST 2019,,,,7,100% (2/2),100% (2/2),100% (2/2),measures and,"instruments , and",3,,
13,3OID399FXG7DKSWY6RSEBKY2R0IDFX,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3IOEN3P9S7JPVNL4F7AG5VG2O2X16S,A47E0Z3LTH37V,Submitted,Wed Nov 27 09:03:36 PST 2019,Wed Nov 27 09:03:45 PST 2019,Sat Nov 30 09:03:45 PST 2019,,,,9,100% (66/66),100% (66/66),100% (66/66),measures and,"instruments , and",3,,
14,3OID399FXG7DKSWY6RSEBKY2R0IDFX,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3MRNMEIQW561634NI40DVGZ83UOLD9,A11YCM5MVQ35YY,Submitted,Wed Nov 27 09:03:22 PST 2019,Wed Nov 27 09:03:48 PST 2019,Sat Nov 30 09:03:48 PST 2019,,,,26,0% (0/0),0% (0/0),0% (0/0),measures and,"instruments , and",3,,
15,30UZJB2POHCN031C7Q9TCZLDBTF538,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3MX2NQ3YC9U12K6JHHLI8Y63XM1X50,A1Q890R4148O5G,Submitted,Wed Nov 27 09:05:00 PST 2019,Wed Nov 27 09:05:13 PST 2019,Sat Nov 30 09:05:13 PST 2019,,,,13,100% (53/53),100% (53/53),100% (53/53),provide both,", is provided",4,,
16,30UZJB2POHCN031C7Q9TCZLDBTF538,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3RWE2M8QWHAXVJ6EI5SXT1JEE1HN0O,A3V8LIMUUJWUTL,Submitted,Wed Nov 27 09:05:18 PST 2019,Wed Nov 27 09:05:56 PST 2019,Sat Nov 30 09:05:56 PST 2019,,,,38,100% (4/4),100% (4/4),100% (4/4),provide both,", is provided",4,,
17,30UZJB2POHCN031C7Q9TCZLDBTF538,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3SB4CE2TJVVY8QI0CDCZG9MPP13XA9,A3V8FN8YW3YHAV,Submitted,Wed Nov 27 09:06:01 PST 2019,Wed Nov 27 09:06:06 PST 2019,Sat Nov 30 09:06:06 PST 2019,,,,5,100% (1/1),100% (1/1),100% (1/1),provide both,", is provided",3,,
18,3AC6MFV69KI01PS0TZ5B5XTIVX5HZY,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3GU1KF0O4I1YIRL1W02EH7KS5KFBPU,A47E0Z3LTH37V,Submitted,Wed Nov 27 09:04:52 PST 2019,Wed Nov 27 09:05:01 PST 2019,Sat Nov 30 09:05:01 PST 2019,,,,9,100% (66/66),100% (66/66),100% (66/66),policy goals,political goals,4,,
19,3AC6MFV69KI01PS0TZ5B5XTIVX5HZY,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3MMN5BL1WZ4NUTKBPRVGIKSLCNRM3I,A2B6IFOZY2D4A4,Submitted,Wed Nov 27 09:05:45 PST 2019,Wed Nov 27 09:05:52 PST 2019,Sat Nov 30 09:05:52 PST 2019,,,,7,100% (294/294),100% (294/294),100% (295/295),policy goals,political goals,5 - Highly Similar,,
20,3AC6MFV69KI01PS0TZ5B5XTIVX5HZY,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3NAPMVF0ZWFFO8H5HLFMGSQ3BKW27C,A2DVT1QU9ZKVQB,Submitted,Wed Nov 27 09:04:54 PST 2019,Wed Nov 27 09:07:23 PST 2019,Sat Nov 30 09:07:23 PST 2019,,,,149,100% (1/1),100% (1/1),100% (1/1),policy goals,political goals,4,,
21,3E6L1VR4XWMEZJHJW4K05EOAAEVF67,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,30H4UDGLT2IU1IPYNPSNVNVMHIIMPR,A1UD8IFO0J4GW0,Submitted,Wed Nov 27 09:04:03 PST 2019,Wed Nov 27 09:04:16 PST 2019,Sat Nov 30 09:04:16 PST 2019,,,,13,100% (1/1),100% (1/1),100% (1/1),of non-governmental organisations,for non-governmental organizations,4,,
22,3E6L1VR4XWMEZJHJW4K05EOAAEVF67,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,38F71OA9GTWIA5049MWIJTHIFDWFMK,A9R4S0WFSPPTO,Submitted,Wed Nov 27 09:05:14 PST 2019,Wed Nov 27 09:05:21 PST 2019,Sat Nov 30 09:05:21 PST 2019,,,,7,100% (31/31),100% (31/31),100% (31/31),of non-governmental organisations,for non-governmental organizations,3,,
23,3E6L1VR4XWMEZJHJW4K05EOAAEVF67,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3NXNZ5RS1AXQOS242UU1QFYHHQ697B,A2RKUDGK5PQ44X,Submitted,Wed Nov 27 09:04:55 PST 2019,Wed Nov 27 09:05:19 PST 2019,Sat Nov 30 09:05:19 PST 2019,,,,24,100% (41/41),100% (41/41),100% (41/41),of non-governmental organisations,for non-governmental organizations,5 - Highly Similar,,
24,3SV8KD29L4SR3FT8ZK88IP9ANE8ZKJ,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,31IBVUNM9SZ10SUDNEX96P0V669FV2,A1E6XN5C8S0X7W,Submitted,Wed Nov 27 09:06:23 PST 2019,Wed Nov 27 09:06:56 PST 2019,Sat Nov 30 09:06:56 PST 2019,,,,33,100% (95/95),100% (95/95),100% (95/95),of the service,of services are,2,,
25,3SV8KD29L4SR3FT8ZK88IP9ANE8ZKJ,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3634BBTX0OUWEMADO7YQR0A1Y3BIF4,A34M93NJC830DP,Submitted,Wed Nov 27 09:04:30 PST 2019,Wed Nov 27 09:04:42 PST 2019,Sat Nov 30 09:04:42 PST 2019,,,,12,100% (3/3),100% (3/3),100% (3/3),of the service,of services are,3,,
26,3SV8KD29L4SR3FT8ZK88IP9ANE8ZKJ,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3VE8AYVF8MX3PGY0FLMZEBGNV758FL,A1LHZLOG7M6R7T,Submitted,Wed Nov 27 09:03:23 PST 2019,Wed Nov 27 09:03:30 PST 2019,Sat Nov 30 09:03:30 PST 2019,,,,7,100% (45/45),100% (45/45),100% (45/45),of the service,of services are,5 - Highly Similar,,
27,3AXFSPQOYQYQNEWQGNEPEITFWKFFJD,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3BQU611VFPKU2BQXHRSL4BPNCGU99N,A848G3C44BRC4,Submitted,Wed Nov 27 09:04:57 PST 2019,Wed Nov 27 09:05:07 PST 2019,Sat Nov 30 09:05:07 PST 2019,,,,10,100% (5/5),100% (5/5),100% (5/5),resource availability .,of the resources available .,5 - Highly Similar,,
28,3AXFSPQOYQYQNEWQGNEPEITFWKFFJD,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3S4AW7T80BIO67LUPTZKSC52QHWL4X,A28U1GCCY9R6O4,Submitted,Wed Nov 27 09:04:23 PST 2019,Wed Nov 27 09:04:29 PST 2019,Sat Nov 30 09:04:29 PST 2019,,,,6,100% (35/35),100% (35/35),100% (35/35),resource availability .,of the resources available .,5 - Highly Similar,,
29,3AXFSPQOYQYQNEWQGNEPEITFWKFFJD,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3VBEN272MKZRM09443YMDNG08GCGSS,A1E6XN5C8S0X7W,Submitted,Wed Nov 27 09:03:23 PST 2019,Wed Nov 27 09:03:37 PST 2019,Sat Nov 30 09:03:37 PST 2019,,,,14,100% (95/95),100% (95/95),100% (95/95),resource availability .,of the resources available .,5 - Highly Similar,,
30,388CL5C1RJNGW0BWEYE2XIIKGOXHLF,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,36W0OB37HWE2N8QTJ1ACUGP4AVPHZX,AX3RDV6XXR1XB,Submitted,Wed Nov 27 09:03:00 PST 2019,Wed Nov 27 09:03:08 PST 2019,Sat Nov 30 09:03:08 PST 2019,,,,8,100% (114/114),100% (114/114),100% (114/114),all nations that,all the countries that,5 - Highly Similar,,
31,388CL5C1RJNGW0BWEYE2XIIKGOXHLF,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3GFK2QRXX9HMDK1T7CPW6FSWOKVW56,A1UD8IFO0J4GW0,Submitted,Wed Nov 27 09:04:38 PST 2019,Wed Nov 27 09:04:46 PST 2019,Sat Nov 30 09:04:46 PST 2019,,,,8,100% (1/1),100% (1/1),100% (1/1),all nations that,all the countries that,5 - Highly Similar,,
32,388CL5C1RJNGW0BWEYE2XIIKGOXHLF,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3X4JMASXCM9VUAHHFFNO26JKXB10B8,A34M93NJC830DP,Submitted,Wed Nov 27 09:03:00 PST 2019,Wed Nov 27 09:03:16 PST 2019,Sat Nov 30 09:03:16 PST 2019,,,,16,100% (3/3),100% (3/3),100% (3/3),all nations that,all the countries that,5 - Highly Similar,,
33,3UXQ63NLAAM65N8AE646B7FMLBSLB3,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,32SVAV9L3F9MSSBMSO5B9TXLI643AH,A2WYGPR0ECWJFZ,Submitted,Wed Nov 27 09:07:29 PST 2019,Wed Nov 27 09:07:39 PST 2019,Sat Nov 30 09:07:39 PST 2019,,,,10,100% (123/123),100% (123/123),100% (123/123),now continue,in continuing,5 - Highly Similar,,
34,3UXQ63NLAAM65N8AE646B7FMLBSLB3,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,35H6S234SA0OJ5MNGUCS8LTJ0J465J,A2PQV1A2D4CG52,Submitted,Wed Nov 27 09:06:21 PST 2019,Wed Nov 27 09:10:51 PST 2019,Sat Nov 30 09:10:51 PST 2019,,,,270,100% (160/160),100% (160/160),100% (160/160),now continue,in continuing,4,,
35,3UXQ63NLAAM65N8AE646B7FMLBSLB3,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3HOSI13XHZOI8RGV5N2PC3R3UMQDDR,AWJ0LF6A0LXJN,Submitted,Wed Nov 27 09:07:29 PST 2019,Wed Nov 27 09:10:34 PST 2019,Sat Nov 30 09:10:34 PST 2019,,,,185,100% (171/171),100% (171/171),100% (171/171),now continue,in continuing,3,,
36,3G57RS03HH5YFL5T3QVOTPGL5FF52X,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3BGYGHDBBXK827KZB9YRK19V04B22X,A2JUO3H5VTEEM1,Submitted,Wed Nov 27 09:06:10 PST 2019,Wed Nov 27 09:06:15 PST 2019,Sat Nov 30 09:06:15 PST 2019,,,,5,100% (274/274),100% (274/274),100% (274/274),the issue of,the questions of,4,,
37,3G57RS03HH5YFL5T3QVOTPGL5FF52X,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3LRKMWOKB5HY8INB0G757CJ2LC7Z2X,A360WWGGMH53AO,Submitted,Wed Nov 27 09:03:44 PST 2019,Wed Nov 27 09:04:16 PST 2019,Sat Nov 30 09:04:16 PST 2019,,,,32,100% (14/14),100% (14/14),100% (14/14),the issue of,the questions of,4,,
38,3G57RS03HH5YFL5T3QVOTPGL5FF52X,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3VHP9MDGRNK51JODWX24GXC6LYRCFW,A231IGO9QHF433,Submitted,Wed Nov 27 09:03:55 PST 2019,Wed Nov 27 09:04:00 PST 2019,Sat Nov 30 09:04:00 PST 2019,,,,5,100% (2/2),100% (2/2),100% (2/2),the issue of,the questions of,3,,
39,3G9UA71JVVUD8LHKY4GDQQGYYWW7J1,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,32Q90QCQ1SLVE305TZZWMY4EE7NEKX,A1BDH3O29OKARK,Submitted,Wed Nov 27 09:06:48 PST 2019,Wed Nov 27 09:07:12 PST 2019,Sat Nov 30 09:07:12 PST 2019,,,,24,100% (7/7),100% (7/7),100% (7/7),not already,there were no,1 - Not Similar At All,,
40,3G9UA71JVVUD8LHKY4GDQQGYYWW7J1,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3J4Q2Z4UTY3B66KRR4DZ4QNNKGGWQH,A2RPF0ANNKDJ3M,Submitted,Wed Nov 27 09:02:38 PST 2019,Wed Nov 27 09:02:48 PST 2019,Sat Nov 30 09:02:48 PST 2019,,,,10,100% (8/8),100% (8/8),100% (8/8),not already,there were no,1 - Not Similar At All,,
41,3G9UA71JVVUD8LHKY4GDQQGYYWW7J1,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3LUY3GC63Z0BGFIBJJQYC5YWMTLP7H,AE7UECBR4D5E6,Submitted,Wed Nov 27 09:02:35 PST 2019,Wed Nov 27 09:02:52 PST 2019,Sat Nov 30 09:02:52 PST 2019,,,,17,100% (135/135),100% (135/135),100% (135/135),not already,there were no,3,,
42,3HXCEECSQMTMNKIP3Z9ZRXOLLTHZYE,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3LEIZ60CDJZ9828ALPMKHZRGRIIZ9Q,ANVDIM96A57GD,Submitted,Wed Nov 27 09:04:47 PST 2019,Wed Nov 27 09:04:54 PST 2019,Sat Nov 30 09:04:54 PST 2019,,,,7,100% (67/67),100% (67/67),100% (67/67),two types,two different types,4,,
43,3HXCEECSQMTMNKIP3Z9ZRXOLLTHZYE,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3SKRO2GZ71RWU26THB4HFELKPYJK1K,A360WWGGMH53AO,Submitted,Wed Nov 27 09:07:01 PST 2019,Wed Nov 27 09:07:07 PST 2019,Sat Nov 30 09:07:07 PST 2019,,,,6,100% (14/14),100% (14/14),100% (14/14),two types,two different types,5 - Highly Similar,,
44,3HXCEECSQMTMNKIP3Z9ZRXOLLTHZYE,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,3VNL7UK1XFJMN0QOIJXU57CA9LTFTM,A1E6XN5C8S0X7W,Submitted,Wed Nov 27 09:06:22 PST 2019,Wed Nov 27 09:06:49 PST 2019,Sat Nov 30 09:06:49 PST 2019,,,,27,100% (95/95),100% (95/95),100% (95/95),two types,two different types,5 - Highly Similar,,
45,3X878VYTIEIX3JVOFEPSBSO65PFF76,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851025;OriginalHitTemplateId:928390905;,14400,34T446B1C0EE4F9NTFJJDQP2FW20CG,A28U1GCCY9R6O4,Submitted,Wed Nov 27 09:04:01 PST 2019,Wed Nov 27 09:04:10 PST 2019,Sat Nov 30 09:04:10 PST 2019,,,,9,100% (35/35),100% (35/35),100% (35/35),you doing up there,you doin ' up here,5 - Highly Similar,,
