,HITId,HITTypeId,Title,Description,Keywords,RequesterAnnotation,AssignmentDurationInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.text1,Input.text2,Answer.semantic-similarity.label,Approve,Reject
11,34F34TZU7WZ6MKKESSZIUZZQNGM2JS,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3MTMREQS4VIJJQDA28GDEQ8IG02WAM,A1SK0GV4SSOH1A,Submitted,Wed Nov 27 10:01:52 PST 2019,Wed Nov 27 10:01:57 PST 2019,Sat Nov 30 10:01:57 PST 2019,,,,5,100% (432/432),100% (432/432),100% (432/432),what be the difference between bat ?,a code littlestpetshop v you ps ?,1 - Not Similar At All,,
12,3VADEH0UHCXVDU4AHKJ8IDY6U9QSPK,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,33NF62TLXJ23PJMX70ANJEH6JGPJKV,A3Q9H7A8J8GR01,Submitted,Wed Nov 27 10:04:14 PST 2019,Wed Nov 27 10:04:23 PST 2019,Sat Nov 30 10:04:23 PST 2019,,,,9,100% (1/1),100% (1/1),100% (1/1),how many type of doctor job be there ?,how many carbohydrate in broccoli ?,1 - Not Similar At All,,
13,3VADEH0UHCXVDU4AHKJ8IDY6U9QSPK,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,37Z929RLG98VR5VAO3XTC6VPYCVSTS,A1PR75OOJOLBA2,Submitted,Wed Nov 27 10:07:43 PST 2019,Wed Nov 27 10:07:48 PST 2019,Sat Nov 30 10:07:48 PST 2019,,,,5,100% (579/579),100% (579/579),100% (579/579),how many type of doctor job be there ?,how many carbohydrate in broccoli ?,2,,
14,3VADEH0UHCXVDU4AHKJ8IDY6U9QSPK,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3EKVH9QMEY4V5HIF8YI8GK0ZXW6D2P,A36JOP57WZ4G52,Submitted,Wed Nov 27 10:04:11 PST 2019,Wed Nov 27 10:06:21 PST 2019,Sat Nov 30 10:06:21 PST 2019,,,,130,100% (81/81),100% (81/81),100% (81/81),how many type of doctor job be there ?,how many carbohydrate in broccoli ?,3,,
15,3N5YJ55YXG3RAD63K5KPTOZ58OINAN,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,33CKWXB73JKUO1K791YZAZPLGTP116,A19U421BG5X4FU,Submitted,Wed Nov 27 10:04:10 PST 2019,Wed Nov 27 10:04:17 PST 2019,Sat Nov 30 10:04:17 PST 2019,,,,7,0% (0/0),0% (0/0),0% (0/0),how hot be kathy brennan ?,how many player be on a mlb roster ?,1 - Not Similar At All,,
16,3N5YJ55YXG3RAD63K5KPTOZ58OINAN,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3EQHHY4HQSSQGYBTS7LEKC68UYD5GS,A3BCGN11HDM8QR,Submitted,Wed Nov 27 10:03:34 PST 2019,Wed Nov 27 10:03:53 PST 2019,Sat Nov 30 10:03:53 PST 2019,,,,19,100% (585/585),100% (585/585),100% (585/585),how hot be kathy brennan ?,how many player be on a mlb roster ?,3,,
17,3N5YJ55YXG3RAD63K5KPTOZ58OINAN,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3RRCEFRB7MCCTYZIYGAQE99XEPRB4D,A1E6XN5C8S0X7W,Submitted,Wed Nov 27 10:05:23 PST 2019,Wed Nov 27 10:06:24 PST 2019,Sat Nov 30 10:06:24 PST 2019,,,,61,100% (322/322),100% (322/322),100% (322/322),how hot be kathy brennan ?,how many player be on a mlb roster ?,4,,
18,30UZJB2POHCN031C7Q9TCZLDBTR35I,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,36NEMU28XFDKLRMZZB6INH3IAHSWM7,A1OZMT7ZSRH9BC,Submitted,Wed Nov 27 10:03:56 PST 2019,Wed Nov 27 10:06:59 PST 2019,Sat Nov 30 10:06:59 PST 2019,,,,183,100% (34/34),100% (34/34),100% (34/34),man satisfy when semen get out wat about girl how they get satisfy ?,what be the total of angle in a octagon ?,1 - Not Similar At All,,
19,30UZJB2POHCN031C7Q9TCZLDBTR35I,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,382M9COHEHF9HZ5HND3YSLDCGZSUEJ,A2B1YSMEHN1G2K,Submitted,Wed Nov 27 10:06:40 PST 2019,Wed Nov 27 10:07:33 PST 2019,Sat Nov 30 10:07:33 PST 2019,,,,53,0% (0/0),0% (0/0),0% (0/0),man satisfy when semen get out wat about girl how they get satisfy ?,what be the total of angle in a octagon ?,1 - Not Similar At All,,
20,30UZJB2POHCN031C7Q9TCZLDBTR35I,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3JAOYWH7VI4P3DR66OVB9KGICBI9LT,A3SUMGGFWKMQ3D,Submitted,Wed Nov 27 10:03:32 PST 2019,Wed Nov 27 10:06:26 PST 2019,Sat Nov 30 10:06:26 PST 2019,,,,174,100% (54/54),100% (54/54),100% (54/54),man satisfy when semen get out wat about girl how they get satisfy ?,what be the total of angle in a octagon ?,1 - Not Similar At All,,
21,38EHZ67RIMSM2MY6U4XZCVL81TLMGY,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3C8HJ7UOP7UOFMR4AYQPMLX0RJYZM2,A21IZYCFI4AUYU,Submitted,Wed Nov 27 10:07:18 PST 2019,Wed Nov 27 10:08:25 PST 2019,Sat Nov 30 10:08:25 PST 2019,,,,67,100% (164/164),100% (164/164),100% (164/164),what be the population in buffalo new york in 2007 ?,where be earle dickson bear ?,3,,
22,38EHZ67RIMSM2MY6U4XZCVL81TLMGY,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3EICBYG644WL6LA9FNTPVV4YE7FCJA,A2B6IFOZY2D4A4,Submitted,Wed Nov 27 10:02:32 PST 2019,Wed Nov 27 10:02:50 PST 2019,Sat Nov 30 10:02:50 PST 2019,,,,18,100% (588/588),100% (588/588),100% (588/588),what be the population in buffalo new york in 2007 ?,where be earle dickson bear ?,4,,
23,38EHZ67RIMSM2MY6U4XZCVL81TLMGY,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3ZR9AIQJUB9B9BW800D1USDENLV04H,A2GZNOA5CIVKUB,Submitted,Wed Nov 27 10:06:29 PST 2019,Wed Nov 27 10:06:32 PST 2019,Sat Nov 30 10:06:32 PST 2019,,,,3,100% (70/70),100% (70/70),100% (70/70),what be the population in buffalo new york in 2007 ?,where be earle dickson bear ?,3,,
24,3ICOHX7ENCBRFUV8Z4KDEVTJLA60EL,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3A7Y0R2P2OO99JL46JPC98P8FP4XJY,A3TYCJO2DG3RMH,Submitted,Wed Nov 27 10:04:27 PST 2019,Wed Nov 27 10:04:34 PST 2019,Sat Nov 30 10:04:34 PST 2019,,,,7,0% (0/0),0% (0/0),0% (0/0),what be nonliving nature ?,attorney general for illinois ?,1 - Not Similar At All,,
25,3ICOHX7ENCBRFUV8Z4KDEVTJLA60EL,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3B1NLC6UGZWU98TCCMUSIIBPLYFGPQ,A2PQV1A2D4CG52,Submitted,Wed Nov 27 10:05:26 PST 2019,Wed Nov 27 10:07:25 PST 2019,Sat Nov 30 10:07:25 PST 2019,,,,119,100% (349/349),100% (349/349),100% (349/349),what be nonliving nature ?,attorney general for illinois ?,3,,
26,3ICOHX7ENCBRFUV8Z4KDEVTJLA60EL,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3ITXP059PWJ1D2Z5C9JPA08G0A2JSC,A3T9WZOUQGE2UW,Submitted,Wed Nov 27 10:04:19 PST 2019,Wed Nov 27 10:04:23 PST 2019,Sat Nov 30 10:04:23 PST 2019,,,,4,100% (6/6),100% (6/6),100% (6/6),what be nonliving nature ?,attorney general for illinois ?,1 - Not Similar At All,,
27,3T2EL38U0MKO9NROB74KHQ58EKEXQO,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3C2NJ6JBKAH4RT9SXSWBCPCTB08N2H,A1VG4ZYR4W1ZKK,Submitted,Wed Nov 27 10:04:32 PST 2019,Wed Nov 27 10:04:46 PST 2019,Sat Nov 30 10:04:46 PST 2019,,,,14,100% (33/33),100% (33/33),100% (33/33),how do you change a ford focus sidelight bulb ?,receipe call for 250 g cream cheese how much be it ?,2,,
28,3T2EL38U0MKO9NROB74KHQ58EKEXQO,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3LQ8PUHQFLSGSI1JJXMQULMEEKWHID,A3BCGN11HDM8QR,Submitted,Wed Nov 27 10:04:30 PST 2019,Wed Nov 27 10:04:43 PST 2019,Sat Nov 30 10:04:43 PST 2019,,,,13,100% (585/585),100% (585/585),100% (585/585),how do you change a ford focus sidelight bulb ?,receipe call for 250 g cream cheese how much be it ?,2,,
29,3T2EL38U0MKO9NROB74KHQ58EKEXQO,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3VELCLL3GKJLEGEFG0DKZ1TFH381F7,A2AODPLYARSXTH,Submitted,Wed Nov 27 10:03:47 PST 2019,Wed Nov 27 10:03:55 PST 2019,Sat Nov 30 10:03:55 PST 2019,,,,8,0% (0/0),0% (0/0),0% (0/0),how do you change a ford focus sidelight bulb ?,receipe call for 250 g cream cheese how much be it ?,1 - Not Similar At All,,
30,3RIHDBQ1NEY02ITHEAFHXVX9GTYMHX,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3ATTHHXXWAODE81YO14CX7A82AFXIM,A255Z4TRTBZLKV,Submitted,Wed Nov 27 10:04:30 PST 2019,Wed Nov 27 10:04:42 PST 2019,Sat Nov 30 10:04:42 PST 2019,,,,12,0% (0/0),0% (0/0),0% (0/0),what size jeans do rihanna wear ?,what be the name of vegeta 's brother ?,1 - Not Similar At All,,
31,3RIHDBQ1NEY02ITHEAFHXVX9GTYMHX,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3M0BCWMB8VWO20I28MG991SOYIPWBJ,AWJ0LF6A0LXJN,Submitted,Wed Nov 27 10:05:11 PST 2019,Wed Nov 27 10:05:34 PST 2019,Sat Nov 30 10:05:34 PST 2019,,,,23,100% (317/317),100% (317/317),100% (317/317),what size jeans do rihanna wear ?,what be the name of vegeta 's brother ?,4,,
32,3RIHDBQ1NEY02ITHEAFHXVX9GTYMHX,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3PS7W85Z8Z2DMQZBFXX2VBQZ6O49TW,A3I54HNSQ6VJGR,Submitted,Wed Nov 27 10:03:41 PST 2019,Wed Nov 27 10:03:52 PST 2019,Sat Nov 30 10:03:52 PST 2019,,,,11,100% (1/1),100% (1/1),100% (1/1),what size jeans do rihanna wear ?,what be the name of vegeta 's brother ?,1 - Not Similar At All,,
33,372AGES0I45OLO6OOMTKMGFDA6GXRP,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3LUY3GC63Z0BGFIBJJQYC5YWMVWP7W,A1WPM0D7KN3N50,Submitted,Wed Nov 27 10:05:40 PST 2019,Wed Nov 27 10:05:58 PST 2019,Sat Nov 30 10:05:58 PST 2019,,,,18,100% (202/202),100% (202/202),100% (202/202),be there any job opening for a vet what be the outlook ?,what be the electoral vote in tennessee ?,2,,
34,372AGES0I45OLO6OOMTKMGFDA6GXRP,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3UJ1CZ6IZHPT63KKN7FV9QPBI97S5Z,A1SGL0PAOYW7U7,Submitted,Wed Nov 27 10:04:25 PST 2019,Wed Nov 27 10:04:32 PST 2019,Sat Nov 30 10:04:32 PST 2019,,,,7,0% (0/0),0% (0/0),0% (0/0),be there any job opening for a vet what be the outlook ?,what be the electoral vote in tennessee ?,1 - Not Similar At All,,
35,372AGES0I45OLO6OOMTKMGFDA6GXRP,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3X0H8UUIT1ONJMZ4J824ZQ2O26BSWG,AFQIHS5XX58NR,Submitted,Wed Nov 27 10:04:46 PST 2019,Wed Nov 27 10:04:51 PST 2019,Sat Nov 30 10:04:51 PST 2019,,,,5,100% (334/334),100% (334/334),100% (334/334),be there any job opening for a vet what be the outlook ?,what be the electoral vote in tennessee ?,3,,
36,3IKMEYR0LWV1X4QWADZUVEZ325M2KR,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,31LM9EDVOLS4XP704D23B6YADBTJNZ,A2UEGJLWV8VYZA,Submitted,Wed Nov 27 10:02:19 PST 2019,Wed Nov 27 10:02:24 PST 2019,Sat Nov 30 10:02:24 PST 2019,,,,5,0% (0/0),0% (0/0),0% (0/0),calorie in a deli sloppy jo ?,what be someinfo on the five pillar of faith ?,2,,
37,3IKMEYR0LWV1X4QWADZUVEZ325M2KR,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3PMBY0YE273W09X0TB2C61QVI25C9H,A1540UBS9SMV3Q,Submitted,Wed Nov 27 10:05:53 PST 2019,Wed Nov 27 10:06:07 PST 2019,Sat Nov 30 10:06:07 PST 2019,,,,14,100% (178/178),100% (178/178),100% (178/178),calorie in a deli sloppy jo ?,what be someinfo on the five pillar of faith ?,1 - Not Similar At All,,
38,3IKMEYR0LWV1X4QWADZUVEZ325M2KR,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3Q5ZZ9ZEVOFBNJ5B999QSZPA6F085F,A296WX3QFEK7A0,Submitted,Wed Nov 27 10:03:07 PST 2019,Wed Nov 27 10:03:11 PST 2019,Sat Nov 30 10:03:11 PST 2019,,,,4,100% (71/71),100% (71/71),100% (71/71),calorie in a deli sloppy jo ?,what be someinfo on the five pillar of faith ?,2,,
39,3KLL7H3EGD1JS5NQS2G8KRGM7MAVHN,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,37W3JXSD668KF8BDIEUTHCQPJR6WYX,A3Q9H7A8J8GR01,Submitted,Wed Nov 27 10:04:04 PST 2019,Wed Nov 27 10:04:14 PST 2019,Sat Nov 30 10:04:14 PST 2019,,,,10,100% (1/1),100% (1/1),100% (1/1),how many child do roald dahl have with each wife ?,5 fact about pony express ?,1 - Not Similar At All,,
40,3KLL7H3EGD1JS5NQS2G8KRGM7MAVHN,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3R08VXYT7CV10OFCV54T4Z6SFSXW7W,A1LZXNOD36P7C4,Submitted,Wed Nov 27 10:03:39 PST 2019,Wed Nov 27 10:03:46 PST 2019,Sat Nov 30 10:03:46 PST 2019,,,,7,100% (153/153),100% (153/153),100% (153/153),how many child do roald dahl have with each wife ?,5 fact about pony express ?,1 - Not Similar At All,,
41,3KLL7H3EGD1JS5NQS2G8KRGM7MAVHN,3TZJMY6N8MTM6A01KQ0QESH9DVHG7U,How similar is the meaning of these two pieces of text?,How similar is the meaning of these two pieces of text?,"meaning, semantic, similarity, text",BatchId:3851055;OriginalHitTemplateId:928390905;,14400,3TPZPLC3M0CTFWHOH7N8ZOMGHTA3P5,A1MWYS9YMR5MGQ,Submitted,Wed Nov 27 10:05:16 PST 2019,Wed Nov 27 10:05:24 PST 2019,Sat Nov 30 10:05:24 PST 2019,,,,8,100% (3/3),100% (3/3),100% (3/3),how many child do roald dahl have with each wife ?,5 fact about pony express ?,1 - Not Similar At All,,
